일련번호,이름,생년,생월,생일,성별,나이,거주시도,휴대폰,학력,혼인여부,주거형태,직업종류코드,직업종류,월소득액,고객등급코드,월 카드 이용 총 금액,신용카드 일시불 이용금액,신용카드 할부 이용금액 합,총 대출 금액,신용등급,개설 카드 개수
192,금나연,1939,10,5,여,80,인천광역시,010-7194-1785,중졸,재혼,자가소유,0,NULL,35666222,0,200000,4000,2000,12390000,7,0
193,곽율성,1932,9,12,남,87,제주특별자치도,010-8077-2800,중졸,이혼,가족소유,3,자영업,283970982,1,70000,0,0,7820000,9,6
194,피수완,1971,2,1,여,48,경기도,010-8017-8522,석사,비혼,월세,3,자영업,247353424,0,170000,2000,1000,7890000,1,1
195,목미경,1960,11,13,남,59,광주광역시,010-1553-8735,대졸,미혼,월세,3,자영업,39298863,1,200000,3000,1000,8810000,10,2
196,인바다,1969,8,29,남,50,강원도,010-4859-6938,박사,사실혼,전세,6,주부,291648452,0,230000,2000,1000,9220000,7,5
197,어소아,1956,8,2,여,63,전라남도,010-4105-7196,초졸,미혼,가족소유,6,주부,249556987,2,190000,2000,1000,8590000,5,3
198,차선용,1977,12,4,남,42,세종특별자치시,010-5446-1110,석사,사별,자가소유,6,주부,22032499,0,210000,3000,1000,7700000,7,7
199,온택수,1958,10,17,남,61,울산광역시,010-3295-6444,초대졸,기혼,전세,8,무직,9407848,0,180000,2000,1000,7800000,7,9
200,가문주,1974,3,29,여,45,경기도,010-9875-5172,중졸,이혼,자가소유,3,자영업,130168594,0,180000,3000,1000,8530000,4,6
201,문수완,1977,10,15,여,42,경상남도,010-4977-7127,박사,사별,가족소유,3,자영업,48134964,0,210000,2000,1000,8170000,5,9
202,낭소라,1953,7,22,여,66,경기도,010-2212-6918,초대졸,사실혼,월세,0,NULL,224749962,0,220000,3000,1000,8560000,1,2
203,만희섭,1967,4,7,여,52,서울특별시,010-1172-8124,박사,사실혼,자가소유,0,NULL,77214235,0,200000,2000,1000,8850000,4,3
204,단윤서,1971,2,9,남,48,전라북도,010-6619-5606,중졸,기혼,전세,6,주부,192213920,0,200000,3000,1000,9550000,10,7
205,애슬기,1959,4,20,여,60,경상북도,010-3788-7758,석사,기혼,월세,0,NULL,61804753,1,200000,2000,2000,9930000,7,4
206,견종덕,1966,7,31,여,53,경기도,010-1441-2819,박사,미혼,자가소유,3,자영업,152558449,2,190000,3000,1000,8780000,4,2
207,길원준,1950,5,20,남,69,충청북도,010-5281-4063,중졸,기혼,전세,2,전문직,92379672,1,230000,2000,1000,9350000,10,2
208,표아솔,1954,9,9,여,65,제주특별자치도,010-9517-4708,박사,사별,월세,8,무직,35542996,3,250000,3000,2000,9970000,4,9
209,상윤서,1942,2,17,여,77,전라남도,010-8755-3267,초대졸,비혼,자가소유,3,자영업,34144853,0,210000,3000,1000,10620000,1,4
210,어현택,1966,10,8,여,53,서울특별시,010-9530-0389,초졸,재혼,월세,8,무직,114336183,0,240000,3000,1000,10830000,5,0
211,궉희진,1978,6,3,여,41,세종특별자치시,010-0151-7719,석사,이혼,가족소유,3,자영업,43803385,1,210000,3000,1000,10530000,9,1
212,진은설,1962,1,1,여,57,제주특별자치도,010-3464-8354,중졸,재혼,가족소유,0,NULL,6287289,1,210000,4000,1000,7520000,7,7
213,후제성,1967,9,27,남,52,울산광역시,010-7419-5952,초대졸,미혼,전세,7,학생,41895973,0,240000,3000,1000,7780000,8,7
214,고승탁,1969,1,7,남,50,경기도,010-9585-5250,박사,비혼,가족소유,6,주부,49328448,1,240000,3000,1000,7870000,10,3
215,증재선,1937,7,18,여,82,경기도,010-1616-7803,중졸,이혼,월세,3,자영업,6906810,1,220000,3000,1000,7950000,3,6
216,송기석,1986,10,18,남,33,경상북도,010-2793-3271,석사,사별,자가소유,8,무직,10123443,0,220000,3000,2000,7880000,4,1
217,견대종,2006,1,16,남,13,제주특별자치도,010-2690-0161,대졸,사실혼,가족소유,8,무직,142767444,0,80000,0,0,4710000,5,3
218,춘윤서,1953,11,10,여,66,제주특별자치도,010-1899-6753,대졸,재혼,가족소유,0,NULL,151245732,0,180000,4000,1000,9910000,10,1
219,이은설,1942,4,5,여,77,강원도,010-1500-0288,중졸,이혼,전세,7,학생,16611377,0,210000,3000,2000,10040000,7,1
220,우석천,1957,8,5,남,62,경기도,010-5760-9746,초대졸,사별,자가소유,8,무직,97155771,0,230000,3000,1000,10660000,2,9
221,순미현,1941,8,22,남,78,광주광역시,010-1944-1964,초대졸,사별,월세,6,주부,3381789,1,190000,3000,2000,10130000,7,5
222,온승만,1978,3,5,남,41,광주광역시,010-7137-1119,박사,사별,가족소유,0,NULL,40819603,2,210000,4000,1000,10180000,1,9
223,채의정,1956,8,13,남,63,경상남도,010-8904-3528,중졸,미혼,전세,3,자영업,277301870,1,190000,4000,2000,10410000,4,7
224,팽민희,1979,8,26,남,40,전라북도,010-0607-4383,석사,사별,가족소유,9,기타,26705783,0,180000,4000,2000,10470000,8,3
225,당하얀,1972,3,12,남,47,서울특별시,010-3896-8965,박사,비혼,전세,6,주부,17113141,0,210000,4000,2000,11030000,3,9
226,용애란,1971,6,8,남,48,강원도,010-3562-7895,초대졸,기혼,월세,8,무직,23381166,0,210000,3000,2000,10140000,10,9
227,누민철,1937,6,17,남,82,경상북도,010-6906-3607,석사,이혼,자가소유,8,무직,25134671,1,200000,4000,2000,10940000,6,5
228,추경민,1942,10,8,남,77,제주특별자치도,010-0980-1405,중졸,이혼,월세,3,자영업,158645738,1,200000,5000,2000,11680000,6,9
229,차문주,1944,5,9,남,75,서울특별시,010-8190-4921,석사,이혼,가족소유,3,자영업,452091,0,210000,5000,2000,10960000,5,4
230,채순영,1967,11,2,여,52,인천광역시,010-5264-0865,대졸,재혼,자가소유,1,회사원,273742498,1,190000,4000,2000,10090000,9,6
231,감경민,1956,8,7,여,63,광주광역시,010-3847-8784,석사,재혼,가족소유,3,자영업,131766196,0,220000,4000,1000,10390000,3,1
232,매원준,1950,4,13,남,69,인천광역시,010-9418-7361,고졸,기혼,전세,0,NULL,28726995,1,240000,4000,2000,11480000,1,5
233,미동인,1969,7,14,남,50,경기도,010-1365-6720,고졸,이혼,월세,3,자영업,2239333,2,200000,3000,2000,11540000,4,4
234,화승만,1938,4,18,여,81,대구광역시,010-2599-3360,고졸,비혼,가족소유,3,자영업,37418940,0,230000,4000,2000,10750000,6,4
235,추현미,1942,12,13,여,77,경상북도,010-0933-2235,초대졸,사실혼,가족소유,8,무직,82573709,0,210000,4000,2000,10000000,8,7
236,애아영,1951,5,19,여,68,전라남도,010-5370-8303,석사,미혼,자가소유,3,자영업,1067554,3,200000,4000,2000,7930000,3,8
237,대윤설,1975,12,1,남,44,울산광역시,010-5861-6681,석사,재혼,전세,4,계열사직원,257996787,1,220000,4000,2000,8480000,7,4
238,장철우,1963,6,8,남,56,대구광역시,010-3564-3664,대졸,기혼,전세,8,무직,20934451,0,220000,4000,2000,8070000,3,7
239,성무현,1968,12,6,남,51,경상남도,010-3282-9824,중졸,사별,전세,8,무직,33223499,1,210000,4000,2000,8380000,2,1
240,엄정철,1969,7,20,여,50,서울특별시,010-0573-6879,석사,사실혼,월세,3,자영업,137166813,0,210000,4000,2000,8760000,8,7
241,뇌월예,1982,2,14,여,37,경상남도,010-1028-2498,대졸,이혼,전세,6,주부,22626467,0,70000,0,0,4470000,2,7
242,초윤설,1986,2,22,남,33,경상북도,010-2100-6119,초대졸,재혼,가족소유,0,NULL,2661459,2,160000,4000,2000,10020000,6,0
243,포세진,1945,12,4,남,74,강원도,010-2137-6551,초졸,이혼,자가소유,6,주부,201571473,1,190000,3000,2000,9880000,1,8
244,추현미,1971,11,13,남,48,경기도,010-7786-1278,초대졸,비혼,자가소유,6,주부,22330859,0,210000,4000,2000,11530000,2,8
245,궉신호,1960,8,3,남,59,제주특별자치도,010-2338-8433,초졸,기혼,자가소유,0,NULL,163110477,2,170000,3000,1000,12160000,9,9
246,천주선,1961,2,7,남,58,대구광역시,010-0134-5219,박사,이혼,전세,8,무직,125638478,0,190000,4000,2000,12640000,5,0
247,소신호,1976,4,7,남,43,제주특별자치도,010-3557-0888,석사,미혼,월세,6,주부,218476188,0,170000,3000,2000,11790000,9,6
248,만정철,1971,1,28,남,48,제주특별자치도,010-5627-7790,박사,재혼,전세,6,주부,56227912,0,160000,4000,2000,12240000,6,3
249,준애란,1951,4,17,여,68,광주광역시,010-1852-6351,중졸,사실혼,가족소유,8,무직,41179464,0,190000,3000,2000,12400000,7,9
250,근재선,1976,1,30,여,43,경기도,010-0763-1582,석사,사실혼,자가소유,6,주부,93511286,0,190000,4000,1000,12520000,2,6
251,두정심,1966,8,5,여,53,서울특별시,010-7074-8012,중졸,재혼,가족소유,6,주부,81888860,0,190000,3000,2000,13690000,7,1
252,채태겸,1956,11,17,여,63,대전광역시,010-0672-7205,중졸,미혼,자가소유,2,전문직,235657663,1,180000,3000,2000,13320000,1,8
253,어강현,1950,8,29,남,69,광주광역시,010-5194-0418,대졸,사실혼,자가소유,8,무직,153111615,1,190000,4000,2000,13940000,6,4
254,묘영록,1946,9,4,남,73,경기도,010-1803-0050,대졸,미혼,가족소유,3,자영업,171345198,0,180000,3000,2000,11820000,9,7
255,황재일,1955,5,28,여,64,광주광역시,010-9317-0495,석사,기혼,자가소유,6,주부,212185422,0,210000,4000,2000,12810000,10,0
256,뇌문도,1955,2,6,남,64,제주특별자치도,010-9419-3693,석사,기혼,월세,6,주부,15995134,0,230000,4000,2000,12190000,7,9
257,춘승환,1950,10,12,남,69,광주광역시,010-7968-6438,박사,기혼,전세,4,계열사직원,109150552,0,200000,4000,2000,12590000,10,4
258,두윤성,1956,3,28,여,63,울산광역시,010-7757-4620,초졸,이혼,전세,3,자영업,203135187,0,220000,4000,2000,13510000,3,1
259,태흥민,1968,7,12,남,51,경상남도,010-0367-8058,초대졸,기혼,월세,6,주부,25580836,1,200000,4000,1000,12610000,6,7
260,문유정,1980,7,3,남,39,전라북도,010-2277-7245,초졸,사별,월세,6,주부,242301296,1,200000,4000,2000,9530000,3,9
261,애대종,1941,7,26,여,78,강원도,010-6610-3426,초대졸,미혼,가족소유,6,주부,152713668,0,210000,4000,2000,10440000,10,8
262,어혜승,1946,1,15,여,73,대전광역시,010-4711-7735,대졸,이혼,가족소유,6,주부,149167932,0,220000,4000,2000,12310000,8,7
263,고정심,2001,12,23,여,18,경상남도,010-4622-8410,대졸,비혼,월세,0,NULL,221678916,0,210000,4000,2000,12530000,7,2
264,종대경,1949,2,24,남,70,대구광역시,010-6567-7510,초대졸,사별,자가소유,2,전문직,2231188,1,200000,4000,2000,13600000,7,3
265,후은숙,1971,12,14,여,48,강원도,010-9797-9604,석사,비혼,가족소유,6,주부,51447618,0,60000,0,0,8070000,6,3
266,전경호,1955,2,20,남,64,광주광역시,010-7382-9386,박사,사별,월세,8,무직,29474073,0,140000,2000,1000,9810000,5,4
267,섭월영,1952,7,22,여,67,울산광역시,010-6570-1934,대졸,재혼,자가소유,0,NULL,204182379,1,170000,2000,1000,8790000,4,2
268,전우혁,1959,11,16,여,60,울산광역시,010-7439-0691,대졸,사실혼,전세,6,주부,137105808,0,180000,2000,1000,10700000,9,8
269,교영리,1964,9,28,여,55,충청남도,010-4912-0439,중졸,사별,자가소유,8,무직,2062184,0,140000,2000,1000,11150000,10,4
270,황민익,1976,4,28,남,43,광주광역시,010-6841-6032,대졸,사별,가족소유,2,전문직,150636710,0,160000,3000,1000,11190000,3,5
271,섭혜선,1973,9,15,여,46,인천광역시,010-6396-4953,석사,사실혼,전세,7,학생,10886254,0,150000,2000,1000,10710000,2,6
272,화은영,1950,2,14,여,69,경기도,010-7607-4470,석사,이혼,가족소유,3,자영업,126841551,0,140000,3000,1000,10940000,7,2
273,조신호,1956,5,18,여,63,전라남도,010-8391-4713,초대졸,사실혼,전세,7,학생,213923717,1,160000,3000,1000,12120000,9,4
274,담순호,1941,9,3,여,78,세종특별자치시,010-8928-3910,초졸,미혼,전세,6,주부,210503442,0,160000,2000,1000,12110000,3,7
275,매영리,1994,1,25,여,25,충청남도,010-8734-5536,초대졸,사별,월세,6,주부,122391168,0,160000,3000,1000,11310000,9,8
276,매민율,1972,1,25,여,47,서울특별시,010-9900-2370,대졸,비혼,월세,2,전문직,147827346,0,160000,3000,1000,9960000,7,9
277,현윤재,1974,5,17,여,45,강원도,010-4307-6297,초졸,사실혼,가족소유,8,무직,97874388,3,160000,2000,1000,9290000,3,2
278,영산새,1958,10,19,남,61,제주특별자치도,010-8682-7213,중졸,기혼,자가소유,3,자영업,251602337,1,160000,2000,1000,9540000,7,5
279,허종욱,1962,2,22,여,57,대구광역시,010-2321-2116,석사,사실혼,가족소유,0,NULL,571930,1,180000,2000,1000,9120000,2,5
280,피솔희,1957,4,5,여,62,대구광역시,010-1263-2873,대졸,미혼,자가소유,6,주부,264501557,0,200000,3000,1000,9640000,1,0
281,한태민,1951,10,5,여,68,서울특별시,010-7168-0555,박사,재혼,월세,6,주부,229635172,0,170000,3000,1000,9670000,10,7
282,삼정철,1995,9,26,남,24,충청북도,010-8310-5587,박사,미혼,자가소유,2,전문직,249114381,0,190000,3000,1000,9530000,8,4
283,민희관,1965,8,8,남,54,전라북도,010-2995-1405,초대졸,이혼,자가소유,0,NULL,291860157,0,170000,3000,1000,9730000,10,2
284,포주혁,1983,3,25,남,36,세종특별자치시,010-3601-2225,대졸,기혼,월세,3,자영업,250981905,0,170000,3000,1000,7290000,4,0
285,만효신,1946,9,30,여,73,서울특별시,010-6598-8769,대졸,기혼,월세,3,자영업,279698145,1,180000,2000,1000,7250000,6,7
286,옹미현,1957,9,5,남,62,서울특별시,010-3785-7422,초대졸,비혼,가족소유,8,무직,49880417,0,180000,2000,1000,9210000,1,2
287,필경주,1973,4,25,여,46,광주광역시,010-6071-7153,박사,사실혼,전세,7,학생,13111483,0,180000,2000,1000,9760000,6,8
288,목호준,1978,3,23,여,41,광주광역시,010-9695-8450,중졸,기혼,가족소유,6,주부,241407976,1,170000,2000,1000,9090000,5,7
289,석세훈,1951,4,10,여,68,울산광역시,010-2663-0917,석사,사실혼,자가소유,0,NULL,100546926,3,70000,0,0,21500000,1,8
290,갈희관,1982,4,19,남,37,대구광역시,010-1400-7011,중졸,기혼,전세,3,자영업,200526736,0,160000,2000,1000,11290000,7,0
291,간흥민,1959,3,20,여,60,경상북도,010-1880-0766,석사,이혼,가족소유,3,자영업,48680266,0,180000,2000,1000,11640000,5,9
292,누희준,1959,6,9,남,60,제주특별자치도,010-9479-4578,대졸,미혼,월세,0,NULL,240738955,1,200000,2000,1000,11220000,7,2
293,만윤설,1991,10,12,남,28,전라북도,010-1051-6462,대졸,재혼,월세,6,주부,16012819,0,170000,2000,1000,11670000,4,6
294,홍명철,1972,4,12,남,47,서울특별시,010-0908-3070,중졸,미혼,자가소유,3,자영업,214818673,0,190000,3000,2000,9950000,6,9
295,후수빈,1971,12,3,여,48,충청북도,010-5377-8457,대졸,사실혼,가족소유,9,기타,24744748,0,170000,3000,1000,10200000,10,0
296,엽신호,1962,6,19,여,57,대전광역시,010-8604-7914,박사,사실혼,가족소유,1,회사원,94586502,1,160000,3000,2000,10700000,8,4
297,평미화,1951,5,11,여,68,충청북도,010-1069-7018,대졸,사별,월세,3,자영업,239166802,1,180000,3000,1000,10760000,2,7
298,계광수,1963,5,16,남,56,세종특별자치시,010-0384-3609,석사,이혼,자가소유,3,자영업,214636563,0,190000,2000,1000,10160000,1,8
299,상월예,2002,5,8,남,17,대구광역시,010-9042-0883,박사,사별,월세,1,회사원,15277165,0,180000,3000,2000,9270000,2,0
300,담강현,1952,3,27,여,67,세종특별자치시,010-2717-1684,박사,비혼,자가소유,8,무직,73909277,3,180000,2000,1000,12970000,8,4
301,온하얀,1959,5,1,여,60,서울특별시,010-4320-9966,중졸,사별,월세,8,무직,20673725,0,180000,2000,1000,13030000,7,4
302,형무현,1972,11,5,남,47,제주특별자치도,010-8491-2830,중졸,사실혼,전세,0,NULL,55805583,1,170000,3000,1000,13380000,5,5
303,두세연,1974,6,13,여,45,제주특별자치도,010-5245-0338,석사,비혼,자가소유,6,주부,28696870,2,210000,3000,1000,13230000,6,8
304,호상현,1946,6,9,남,73,제주특별자치도,010-8851-6222,초대졸,기혼,자가소유,1,회사원,185991,0,230000,3000,1000,12530000,7,0
305,저신호,1954,10,8,여,65,경상남도,010-9705-4429,대졸,재혼,전세,3,자영업,103974164,0,190000,3000,1000,12660000,10,2
306,예옥순,1937,4,8,여,82,경기도,010-3403-5940,중졸,사별,가족소유,3,자영업,23596884,0,220000,3000,1000,13040000,8,5
307,이동인,1973,3,24,여,46,경기도,010-6644-1905,초졸,사별,월세,6,주부,32692890,1,200000,3000,1000,10470000,1,2
308,윤영식,1983,4,25,여,36,세종특별자치시,010-7187-6502,석사,기혼,자가소유,0,NULL,23429873,2,190000,3000,2000,7720000,3,6
309,표희관,1969,11,21,여,50,제주특별자치도,010-3525-0346,중졸,기혼,가족소유,7,학생,49803512,0,210000,3000,2000,7850000,6,5
310,김지헌,1976,2,4,여,43,울산광역시,010-0760-5497,대졸,미혼,전세,8,무직,181427131,0,210000,3000,1000,8470000,9,7
311,판상현,1953,12,17,남,66,제주특별자치도,010-2828-9699,초대졸,기혼,가족소유,3,자영업,177687240,0,200000,3000,1000,9080000,3,1
312,이민균,1953,2,26,여,66,전라남도,010-6676-2249,석사,미혼,자가소유,3,자영업,109954840,0,200000,4000,2000,9030000,8,5
313,상은경,1941,10,14,여,78,서울특별시,010-7090-1256,초졸,이혼,자가소유,8,무직,4250331,2,70000,0,0,6640000,5,2
314,엄승만,1977,3,13,여,42,경상북도,010-8316-3793,초대졸,비혼,가족소유,8,무직,178342373,1,150000,3000,1000,11890000,7,1
315,신단비,1952,4,2,남,67,경기도,010-8140-4550,석사,미혼,전세,1,회사원,273964515,2,180000,3000,1000,10510000,4,1
316,묘상현,2003,5,2,여,16,경기도,010-5742-0994,대졸,재혼,전세,7,학생,204614857,0,200000,3000,1000,12350000,6,1
317,가문도,1996,2,27,여,23,경기도,010-6888-9191,중졸,사실혼,월세,0,NULL,54784794,0,170000,3000,1000,11280000,4,1
318,점민율,1958,11,21,여,61,전라남도,010-2768-7858,중졸,미혼,월세,8,무직,154161864,2,190000,3000,1000,11390000,9,5
319,온소윤,1947,12,1,남,72,전라북도,010-4383-1107,초대졸,기혼,자가소유,8,무직,213259673,0,170000,3000,1000,11930000,5,8
320,남미화,1965,6,19,여,54,서울특별시,010-2556-8503,박사,재혼,전세,0,NULL,208981223,1,160000,3000,1000,12550000,6,6
321,탄숙자,1968,8,9,여,51,경기도,010-1272-6500,초대졸,사실혼,자가소유,3,자영업,161911648,1,180000,3000,1000,13320000,6,2
322,근예희,1954,3,28,여,65,충청북도,010-1415-9781,박사,재혼,가족소유,1,회사원,217622929,3,190000,3000,1000,12890000,10,5
323,내영아,1939,9,14,남,80,경기도,010-5105-5070,대졸,미혼,가족소유,7,학생,268465472,1,180000,3000,1000,11890000,10,1
324,팽윤성,1970,10,31,남,49,강원도,010-9921-9767,석사,사별,월세,0,NULL,1171328,0,180000,3000,1000,11770000,3,1
325,점월예,1968,5,28,남,51,서울특별시,010-3611-8738,고졸,기혼,가족소유,6,주부,23129085,1,180000,3000,2000,12330000,6,4
326,명정철,1951,12,24,남,68,광주광역시,010-1037-0961,초대졸,비혼,월세,0,NULL,28994039,0,170000,3000,1000,11980000,5,5
327,탄미경,1947,7,1,남,72,전라남도,010-3595-0211,중졸,사실혼,전세,8,무직,29478,0,200000,3000,1000,12760000,1,2
328,호태민,1966,11,6,남,53,경기도,010-4537-8539,석사,사별,전세,6,주부,175784177,1,230000,3000,1000,12400000,2,5
